"ecopool","pdMoney","TotalPDmoney","TotalCirculation","tick"
984.8005475000002,157.166768,157.16676800000002,1141.9673155000003,464.0
984.8005475000002,157.166768,157.16676800000002,1141.9673155000003,465.0
984.8005475000002,157.166768,157.166768,1141.9673155000003,466.0
984.8005475000002,157.166768,157.166768,1141.9673155000003,467.0
984.8005475000002,157.166768,157.166768,1141.9673155000003,468.0
984.8005475000002,157.166768,157.166768,1141.9673155000003,469.0
984.8005475000002,157.166768,157.16676800000002,1141.9673155000003,470.0
984.8005475000002,157.166768,157.16676800000002,1141.9673155000003,471.0
984.8005475000002,157.166768,157.16676800000002,1141.9673155000003,472.0
984.8005475000002,157.166768,157.16676800000002,1141.9673155000003,473.0
984.8005475000002,156.356768,156.35676799999996,1141.1573155,474.0
984.8005475000002,156.356768,156.35676799999996,1141.1573155,475.0
984.8005475000002,156.356768,156.35676799999996,1141.1573155,476.0
984.8005475000002,156.356768,156.35676799999996,1141.1573155,477.0
984.8005475000002,154.64487105999999,154.64487106,1139.4454185600002,478.0
984.8005475000002,154.64487105999999,154.64487106,1139.4454185600002,479.0
984.8005475000002,154.64487105999999,154.64487106,1139.4454185600002,480.0
984.8005475000002,154.64487105999999,154.64487106,1139.4454185600002,481.0
984.8005475000002,153.40827105999998,153.40827106,1138.2088185600003,482.0
996.2665475000002,153.53427105999995,153.53427106,1149.8008185600002,483.0
996.2665475000002,153.53427105999995,153.53427106,1149.8008185600002,484.0
996.2665475000002,153.53427105999995,153.53427106,1149.8008185600002,485.0
996.2665475000002,153.53427105999995,153.53427105999995,1149.8008185600002,486.0
996.2665475000002,153.53427105999995,153.53427105999995,1149.8008185600002,487.0
996.2665475000002,153.53427105999995,153.53427105999995,1149.8008185600002,488.0
996.2665475000002,153.53427105999995,153.53427105999995,1149.8008185600002,489.0
996.2665475000002,153.53427105999995,153.53427105999998,1149.8008185600002,490.0
996.2665475000002,153.53427105999995,153.53427105999998,1149.8008185600002,491.0
996.2665475000002,153.53427105999995,153.53427105999998,1149.8008185600002,492.0
986.2665475000002,163.53427105999995,163.53427105999998,1149.8008185600002,493.0
986.2665475000002,162.81427105999998,162.81427105999998,1149.0808185600001,494.0
986.2665475000002,162.81427105999998,162.81427105999998,1149.0808185600001,495.0
986.2665475000002,162.81427105999998,162.81427105999998,1149.0808185600001,496.0
986.2665475000002,162.81427105999998,162.81427105999998,1149.0808185600001,497.0
986.2665475000002,162.81427105999998,162.81427105999998,1149.0808185600001,498.0
986.2665475000002,162.81427105999998,162.81427105999998,1149.0808185600001,499.0
986.2665475000002,162.81427105999998,162.81427105999998,1149.0808185600001,500.0
986.2665475000002,162.81427105999998,162.81427105999998,1149.0808185600001,501.0
986.2665475000002,162.81427105999998,162.81427106,1149.0808185600004,502.0
986.2665475000002,162.81427105999998,162.81427106,1149.0808185600004,503.0
986.2665475000002,162.81427105999998,162.81427106,1149.0808185600004,504.0
976.2665475000002,172.81427105999998,172.81427106,1149.0808185600004,505.0
976.2665475000002,172.81427105999998,172.81427105999995,1149.0808185600001,506.0
976.2665475000002,172.81427105999998,172.81427105999995,1149.0808185600001,507.0
976.2665475000002,172.81427105999998,172.81427105999995,1149.0808185600001,508.0
976.2665475000002,172.81427105999998,172.81427105999995,1149.0808185600001,509.0
976.2665475000002,172.81427105999998,172.81427105999995,1149.0808185600001,510.0
976.2665475000002,172.81427105999998,172.81427105999995,1149.0808185600001,511.0
976.2665475000002,172.81427105999998,172.81427105999995,1149.0808185600001,512.0
976.2665475000002,172.81427105999998,172.81427105999995,1149.0808185600001,513.0
976.2665475000002,172.81427105999998,172.81427105999998,1149.0808185600001,514.0
976.2665475000002,172.81427105999998,172.81427105999998,1149.0808185600001,515.0
976.2665475000002,172.81427105999998,172.81427105999998,1149.0808185600001,516.0
976.2665475000002,172.81427105999998,172.81427105999998,1149.0808185600001,517.0
976.2665475000002,172.81427105999998,172.81427105999998,1149.0808185600001,518.0
976.2665475000002,172.81427105999998,172.81427105999998,1149.0808185600001,519.0
976.2665475000002,172.81427105999998,172.81427105999998,1149.0808185600001,520.0
976.2665475000002,172.81427105999998,172.81427105999998,1149.0808185600001,521.0
976.2665475000002,172.81427105999998,172.81427105999998,1149.0808185600001,522.0
976.2665475000002,172.81427105999998,172.81427105999998,1149.0808185600001,523.0
976.2665475000002,172.81427105999998,172.81427105999998,1149.0808185600001,524.0
987.3858096540002,172.93646075399997,172.93646075399997,1160.3222704080001,525.0
987.3858096540002,171.93646075399997,171.936460754,1159.3222704080003,526.0
987.3858096540002,171.93646075399997,171.936460754,1159.3222704080003,527.0
987.3858096540002,171.93646075399997,171.936460754,1159.3222704080003,528.0
987.3858096540002,171.93646075399997,171.936460754,1159.3222704080003,529.0
987.3858096540002,170.11251534399995,170.11251534400003,1157.4983249980003,530.0
987.3858096540002,170.11251534399995,170.11251534400003,1157.4983249980003,531.0
981.3858096540002,176.11251534399995,176.11251534400003,1157.4983249980003,532.0
981.3858096540002,176.11251534399995,176.11251534400003,1157.4983249980003,533.0
981.3858096540002,174.92757534399996,174.92757534400002,1156.3133849980002,534.0
981.3858096540002,174.92757534399996,174.92757534400002,1156.3133849980002,535.0
981.3858096540002,174.92757534399996,174.92757534400002,1156.3133849980002,536.0
981.3858096540002,174.92757534399996,174.92757534400002,1156.3133849980002,537.0
981.3858096540002,174.36057534399998,174.36057534399998,1155.7463849980002,538.0
996.4093391540002,174.53189984399998,174.53189984399998,1170.9412389980002,539.0
996.4093391540002,174.53189984399998,174.53189984399998,1170.9412389980002,540.0
996.4093391540002,174.53189984399998,174.53189984399998,1170.9412389980002,541.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,542.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,543.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,544.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,545.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,546.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,547.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,548.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,549.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,550.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,551.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,552.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,553.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,554.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,555.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,556.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,557.0
996.4093391540002,174.53189984399998,174.53189984399998,1170.9412389980002,558.0
996.4093391540002,174.53189984399998,174.53189984399998,1170.9412389980002,559.0
996.4093391540002,174.53189984399998,174.53189984399998,1170.9412389980002,560.0
996.4093391540002,174.53189984399998,174.53189984399998,1170.9412389980002,561.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,562.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,563.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,564.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,565.0
996.4093391540002,174.53189984399998,174.53189984399998,1170.9412389980002,566.0
996.4093391540002,174.53189984399998,174.53189984399998,1170.9412389980002,567.0
996.4093391540002,174.53189984399998,174.53189984399998,1170.9412389980002,568.0
996.4093391540002,174.53189984399998,174.53189984399998,1170.9412389980002,569.0
996.4093391540002,174.53189984399998,174.53189984399998,1170.9412389980002,570.0
996.4093391540002,174.53189984399998,174.53189984399998,1170.9412389980002,571.0
996.4093391540002,174.53189984399998,174.53189984399998,1170.9412389980002,572.0
996.4093391540002,174.53189984399998,174.53189984399998,1170.9412389980002,573.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,574.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,575.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,576.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,577.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,578.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,579.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,580.0
996.4093391540002,174.53189984399998,174.531899844,1170.9412389980002,581.0
996.4093391540002,174.53189984399998,174.53189984399998,1170.9412389980002,582.0
996.4093391540002,174.53189984399998,174.53189984399998,1170.9412389980002,583.0
996.4093391540002,174.53189984399998,174.53189984399998,1170.9412389980002,584.0
996.4093391540002,174.53189984399998,174.53189984399998,1170.9412389980002,585.0
988.4093391540002,182.53189984399998,182.531899844,1170.9412389980002,586.0
988.4093391540002,182.53189984399998,182.531899844,1170.9412389980002,587.0
988.4093391540002,182.53189984399998,182.531899844,1170.9412389980002,588.0
988.4093391540002,182.53189984399998,182.531899844,1170.9412389980002,589.0
988.4093391540002,182.53189984399998,182.531899844,1170.9412389980002,590.0
988.4093391540002,182.53189984399998,182.531899844,1170.9412389980002,591.0
988.4093391540002,182.53189984399998,182.531899844,1170.9412389980002,592.0
988.4093391540002,182.53189984399998,182.531899844,1170.9412389980002,593.0
988.4093391540002,181.931899844,181.931899844,1170.3412389980003,594.0
988.4093391540002,181.931899844,181.931899844,1170.3412389980003,595.0
988.4093391540002,181.931899844,181.931899844,1170.3412389980003,596.0
988.4093391540002,181.931899844,181.931899844,1170.3412389980003,597.0
988.4093391540002,181.283899844,181.28389984400002,1169.6932389980002,598.0
988.4093391540002,181.283899844,181.28389984400002,1169.6932389980002,599.0
988.4093391540002,181.283899844,181.28389984400002,1169.6932389980002,600.0
988.4093391540002,181.283899844,181.28389984400002,1169.6932389980002,601.0
988.4093391540002,181.283899844,181.28389984400005,1169.6932389980002,602.0
988.4093391540002,181.283899844,181.28389984400005,1169.6932389980002,603.0
988.4093391540002,181.283899844,181.28389984400005,1169.6932389980002,604.0
988.4093391540002,181.283899844,181.28389984400005,1169.6932389980002,605.0
988.4093391540002,181.283899844,181.283899844,1169.6932389980002,606.0
988.4093391540002,181.283899844,181.283899844,1169.6932389980002,607.0
988.4093391540002,181.283899844,181.283899844,1169.6932389980002,608.0
988.4093391540002,181.283899844,181.283899844,1169.6932389980002,609.0
988.4093391540002,181.283899844,181.28389984400005,1169.6932389980002,610.0
988.4093391540002,181.283899844,181.28389984400005,1169.6932389980002,611.0
988.4093391540002,181.283899844,181.28389984400005,1169.6932389980002,612.0
988.4093391540002,181.283899844,181.28389984400005,1169.6932389980002,613.0
988.4093391540002,181.283899844,181.28389984400002,1169.6932389980002,614.0
988.4093391540002,181.283899844,181.28389984400002,1169.6932389980002,615.0
988.4093391540002,181.283899844,181.28389984400002,1169.6932389980002,616.0
988.4093391540002,181.283899844,181.28389984400002,1169.6932389980002,617.0
988.4093391540002,181.283899844,181.28389984400005,1169.6932389980002,618.0
988.4093391540002,181.283899844,181.28389984400005,1169.6932389980002,619.0
988.4093391540002,181.283899844,181.28389984400005,1169.6932389980002,620.0
988.4093391540002,181.283899844,181.28389984400005,1169.6932389980002,621.0
988.4093391540002,181.283899844,181.28389984400002,1169.6932389980002,622.0
992.5043391540003,181.328899844,181.328899844,1173.8332389980003,623.0
992.5043391540003,181.328899844,181.328899844,1173.8332389980003,624.0
992.5043391540003,181.328899844,181.328899844,1173.8332389980003,625.0
992.5043391540003,181.014726894,181.014726894,1173.5190660480002,626.0
992.5043391540003,181.014726894,181.014726894,1173.5190660480002,627.0
992.5043391540003,181.014726894,181.014726894,1173.5190660480002,628.0
992.5043391540003,181.014726894,181.014726894,1173.5190660480002,629.0
992.5043391540003,180.214726894,180.214726894,1172.7190660480003,630.0
992.5043391540003,180.214726894,180.214726894,1172.7190660480003,631.0
992.5043391540003,180.214726894,180.214726894,1172.7190660480003,632.0
992.5043391540003,180.214726894,180.214726894,1172.7190660480003,633.0
992.5043391540003,178.614726894,178.61472689400003,1171.1190660480004,634.0
992.5043391540003,178.614726894,178.61472689400003,1171.1190660480004,635.0
992.5043391540003,178.614726894,178.61472689400003,1171.1190660480004,636.0
1010.7901963850003,183.870615435,183.87061543500002,1194.6608118200004,637.0
1010.7901963850003,183.28741543499999,183.287415435,1194.0776118200004,638.0
1010.7901963850003,183.28741543499999,183.287415435,1194.0776118200004,639.0
1010.7901963850003,183.28741543499999,183.287415435,1194.0776118200004,640.0
1010.7901963850003,183.28741543499999,183.287415435,1194.0776118200004,641.0
1010.7901963850003,182.587415435,182.587415435,1193.3776118200003,642.0
1010.7901963850003,182.587415435,182.587415435,1193.3776118200003,643.0
1010.7901963850003,182.587415435,182.587415435,1193.3776118200003,644.0
1010.7901963850003,182.587415435,182.587415435,1193.3776118200003,645.0
1010.7901963850003,181.906925435,181.90692543500003,1192.6971218200003,646.0
1010.7901963850003,181.906925435,181.90692543500003,1192.6971218200003,647.0
1010.7901963850003,181.906925435,181.90692543500003,1192.6971218200003,648.0
1010.7901963850003,181.906925435,181.90692543500003,1192.6971218200003,649.0
1010.7901963850003,181.59570493500001,181.59570493500001,1192.3859013200004,650.0
1010.7901963850003,181.59570493500001,181.59570493500001,1192.3859013200004,651.0
1004.7901963850003,187.59570493500001,187.59570493500001,1192.3859013200004,652.0
1004.7901963850003,187.59570493500001,187.59570493500001,1192.3859013200004,653.0
1004.7901963850003,186.562301485,186.56230148500003,1191.3524978700002,654.0
1004.7901963850003,186.562301485,186.56230148500003,1191.3524978700002,655.0
1004.7901963850003,186.562301485,186.56230148500003,1191.3524978700002,656.0
1004.7901963850003,186.562301485,186.56230148500003,1191.3524978700002,657.0
1004.7901963850003,186.562301485,186.56230148499998,1191.3524978700002,658.0
1004.7901963850003,186.562301485,186.56230148499998,1191.3524978700002,659.0
1004.7901963850003,186.562301485,186.56230148499998,1191.3524978700002,660.0
1004.7901963850003,186.562301485,186.56230148499998,1191.3524978700002,661.0
1004.7901963850003,186.037421485,186.037421485,1190.8276178700003,662.0
1004.7901963850003,186.037421485,186.037421485,1190.8276178700003,663.0
1004.7901963850003,186.037421485,186.037421485,1190.8276178700003,664.0
1010.4812767800004,186.09996083000001,186.09996083000001,1196.5812376100005,665.0
1010.4812767800004,186.09996083000001,186.09996083,1196.5812376100002,666.0
1010.4812767800004,186.09996083000001,186.09996083,1196.5812376100002,667.0
1010.4812767800004,186.09996083000001,186.09996083,1196.5812376100002,668.0
1010.4812767800004,186.09996083000001,186.09996083,1196.5812376100002,669.0
1010.4812767800004,186.09996083000001,186.09996083,1196.5812376100002,670.0
1010.4812767800004,186.09996083000001,186.09996083,1196.5812376100002,671.0
1010.4812767800004,186.09996083000001,186.09996083,1196.5812376100002,672.0
1010.4812767800004,186.09996083000001,186.09996083,1196.5812376100002,673.0
1010.4812767800004,185.55996083000002,185.55996083,1196.0412376100003,674.0
1010.4812767800004,185.55996083000002,185.55996083,1196.0412376100003,675.0
1010.4812767800004,185.55996083000002,185.55996083,1196.0412376100003,676.0
1010.4812767800004,185.55996083000002,185.55996083,1196.0412376100003,677.0
1010.4812767800004,184.92996083000003,184.92996082999997,1195.4112376100004,678.0
1010.4812767800004,184.92996083000003,184.92996082999997,1195.4112376100004,679.0
1010.4812767800004,184.92996083000003,184.92996082999997,1195.4112376100004,680.0
1010.4812767800004,184.92996083000003,184.92996082999997,1195.4112376100004,681.0
1000.4812767800004,193.57996083000003,193.57996083000003,1194.0612376100005,682.0
1000.4812767800004,193.57996083000003,193.57996083000003,1194.0612376100005,683.0
1000.4812767800004,193.57996083000003,193.57996083000003,1194.0612376100005,684.0
1000.4812767800004,193.57996083000003,193.57996083000003,1194.0612376100005,685.0
1000.4812767800004,193.57996083000003,193.57996083,1194.0612376100003,686.0
1000.4812767800004,193.57996083000003,193.57996083,1194.0612376100003,687.0
994.4812767800004,199.57996083000003,199.57996083,1194.0612376100003,688.0
994.4812767800004,199.57996083000003,199.57996083,1194.0612376100003,689.0
994.4812767800004,199.57996083000003,199.57996083,1194.0612376100003,690.0
984.4812767800004,209.57996083000003,209.57996083,1194.0612376100003,691.0
984.4812767800004,209.57996083000003,209.57996083,1194.0612376100003,692.0
984.4812767800004,209.57996083000003,209.57996083,1194.0612376100003,693.0
984.4812767800004,208.97996083000004,208.97996082999998,1193.4612376100004,694.0
984.4812767800004,208.97996083000004,208.97996082999998,1193.4612376100004,695.0
984.4812767800004,208.97996083000004,208.97996082999998,1193.4612376100004,696.0
984.4812767800004,208.97996083000004,208.97996082999998,1193.4612376100004,697.0
984.4812767800004,208.97996083000004,208.97996082999998,1193.4612376100004,698.0
984.4812767800004,208.97996083000004,208.97996082999998,1193.4612376100004,699.0
984.4812767800004,208.97996083000004,208.97996082999998,1193.4612376100004,700.0
984.4812767800004,208.97996083000004,208.97996082999998,1193.4612376100004,701.0
984.4812767800004,208.97996083000004,208.97996083,1193.4612376100004,702.0
984.4812767800004,208.97996083000004,208.97996083,1193.4612376100004,703.0
984.4812767800004,208.97996083000004,208.97996083,1193.4612376100004,704.0
984.4812767800004,208.97996083000004,208.97996083,1193.4612376100004,705.0
984.4812767800004,208.41296083000003,208.41296083000003,1192.8942376100003,706.0
993.5257071750003,208.51235017500002,208.51235017500002,1202.0380573500004,707.0
993.5257071750003,208.51235017500002,208.51235017500002,1202.0380573500004,708.0
993.5257071750003,208.51235017500002,208.51235017500002,1202.0380573500004,709.0
993.5257071750003,207.7325239596,207.7325239596,1201.2582311346002,710.0
993.5257071750003,207.7325239596,207.7325239596,1201.2582311346002,711.0
993.5257071750003,207.7325239596,207.7325239596,1201.2582311346002,712.0
993.5257071750003,207.7325239596,207.7325239596,1201.2582311346002,713.0
993.5257071750003,207.7325239596,207.7325239596,1201.2582311346002,714.0
993.5257071750003,207.7325239596,207.7325239596,1201.2582311346002,715.0
993.5257071750003,207.7325239596,207.7325239596,1201.2582311346002,716.0
993.5257071750003,207.7325239596,207.7325239596,1201.2582311346002,717.0
993.5257071750003,206.7325239596,206.7325239596,1200.2582311346002,718.0
993.5257071750003,206.7325239596,206.7325239596,1200.2582311346002,719.0
993.5257071750003,206.7325239596,206.7325239596,1200.2582311346002,720.0
993.5257071750003,206.7325239596,206.7325239596,1200.2582311346002,721.0
993.5257071750003,206.7325239596,206.7325239596,1200.2582311346002,722.0
993.5257071750003,206.7325239596,206.7325239596,1200.2582311346002,723.0
993.5257071750003,206.7325239596,206.7325239596,1200.2582311346002,724.0
993.5257071750003,206.7325239596,206.7325239596,1200.2582311346002,725.0
993.5257071750003,206.7325239596,206.73252395959997,1200.2582311346002,726.0
993.5257071750003,206.7325239596,206.73252395959997,1200.2582311346002,727.0
993.5257071750003,206.7325239596,206.73252395959997,1200.2582311346002,728.0
993.5257071750003,206.7325239596,206.73252395959997,1200.2582311346002,729.0
993.5257071750003,206.7325239596,206.73252395960003,1200.2582311346005,730.0
993.5257071750003,206.7325239596,206.73252395960003,1200.2582311346005,731.0
993.5257071750003,206.7325239596,206.73252395960003,1200.2582311346005,732.0
993.5257071750003,206.7325239596,206.73252395960003,1200.2582311346005,733.0
993.5257071750003,206.7325239596,206.7325239596,1200.2582311346002,734.0
997.8083211750003,206.7841839596,206.7841839596,1204.5925051346003,735.0
989.8083211750003,214.7841839596,214.7841839596,1204.5925051346003,736.0
989.8083211750003,214.7841839596,214.7841839596,1204.5925051346003,737.0
989.8083211750003,214.7841839596,214.78418395959994,1204.5925051346003,738.0
989.8083211750003,214.7841839596,214.78418395959994,1204.5925051346003,739.0
989.8083211750003,214.7841839596,214.78418395959994,1204.5925051346003,740.0
989.8083211750003,214.7841839596,214.78418395959994,1204.5925051346003,741.0
980.8083211750003,223.7841839596,223.78418395960003,1204.5925051346003,742.0
980.8083211750003,223.7841839596,223.78418395960003,1204.5925051346003,743.0
980.8083211750003,223.7841839596,223.78418395960003,1204.5925051346003,744.0
980.8083211750003,223.7841839596,223.78418395960003,1204.5925051346003,745.0
980.8083211750003,222.88418395960002,222.8841839596,1203.6925051346002,746.0
980.8083211750003,222.88418395960002,222.8841839596,1203.6925051346002,747.0
980.8083211750003,222.88418395960002,222.8841839596,1203.6925051346002,748.0
985.5847291750002,222.9366719596,222.9366719596,1208.5214011346002,749.0
985.5847291750002,222.9366719596,222.93667195959995,1208.5214011346002,750.0
985.5847291750002,222.9366719596,222.93667195959995,1208.5214011346002,751.0
985.5847291750002,222.9366719596,222.93667195959995,1208.5214011346002,752.0
985.5847291750002,222.9366719596,222.93667195959995,1208.5214011346002,753.0
985.5847291750002,222.4506719596,222.45067195959993,1208.0354011346,754.0
985.5847291750002,222.4506719596,222.45067195959993,1208.0354011346,755.0
985.5847291750002,222.4506719596,222.45067195959993,1208.0354011346,756.0
985.5847291750002,222.4506719596,222.45067195959993,1208.0354011346,757.0
985.5847291750002,221.5506719596,221.55067195959998,1207.1354011346002,758.0
985.5847291750002,221.5506719596,221.55067195959998,1207.1354011346002,759.0
985.5847291750002,221.5506719596,221.55067195959998,1207.1354011346002,760.0
985.5847291750002,221.5506719596,221.55067195959998,1207.1354011346002,761.0
985.5847291750002,220.86262095959998,220.86262095959995,1206.4473501346001,762.0
982.0447291750003,229.92262095959998,229.92262095959995,1211.9673501346,763.0
982.0447291750003,229.92262095959998,229.92262095959995,1211.9673501346,764.0
982.0447291750003,229.92262095959998,229.92262095959995,1211.9673501346,765.0
982.0447291750003,228.78677505960002,228.78677505960005,1210.8315042346003,766.0
982.0447291750003,228.78677505960002,228.78677505960005,1210.8315042346003,767.0
982.0447291750003,228.78677505960002,228.78677505960005,1210.8315042346003,768.0
982.0447291750003,228.78677505960002,228.78677505960005,1210.8315042346003,769.0
982.0447291750003,228.78677505960002,228.78677505960002,1210.8315042346003,770.0
982.0447291750003,228.78677505960002,228.78677505960002,1210.8315042346003,771.0
982.0447291750003,228.78677505960002,228.78677505960002,1210.8315042346003,772.0
982.0447291750003,228.78677505960002,228.78677505960002,1210.8315042346003,773.0
982.0447291750003,228.1867750596,228.1867750596,1210.2315042346004,774.0
982.0447291750003,228.1867750596,228.1867750596,1210.2315042346004,775.0
982.0447291750003,228.1867750596,228.1867750596,1210.2315042346004,776.0
990.2347291750003,228.27677505960003,228.27677505959997,1218.5115042346004,777.0
990.2347291750003,227.30503573650003,227.30503573649995,1217.5397649115002,778.0
990.2347291750003,227.30503573650003,227.30503573649995,1217.5397649115002,779.0
990.2347291750003,227.30503573650003,227.30503573649995,1217.5397649115002,780.0
990.2347291750003,227.30503573650003,227.30503573649995,1217.5397649115002,781.0
990.2347291750003,227.30503573650003,227.3050357365,1217.5397649115002,782.0
990.2347291750003,227.30503573650003,227.3050357365,1217.5397649115002,783.0
990.2347291750003,227.30503573650003,227.3050357365,1217.5397649115002,784.0
990.2347291750003,227.30503573650003,227.3050357365,1217.5397649115002,785.0
990.2347291750003,227.30503573650003,227.3050357365,1217.5397649115002,786.0
990.2347291750003,227.30503573650003,227.3050357365,1217.5397649115002,787.0
990.2347291750003,227.30503573650003,227.3050357365,1217.5397649115002,788.0
990.2347291750003,227.30503573650003,227.3050357365,1217.5397649115002,789.0
982.2347291750003,235.30503573649997,235.3050357365,1217.5397649115002,790.0
994.1311309650002,235.43576542649998,235.4357654265,1229.5668963915002,791.0
994.1311309650002,235.43576542649998,235.4357654265,1229.5668963915002,792.0
994.1311309650002,235.43576542649998,235.4357654265,1229.5668963915002,793.0
994.1311309650002,235.43576542649998,235.4357654265,1229.5668963915002,794.0
994.1311309650002,235.43576542649998,235.4357654265,1229.5668963915002,795.0
994.1311309650002,235.43576542649998,235.4357654265,1229.5668963915002,796.0
994.1311309650002,235.43576542649998,235.4357654265,1229.5668963915002,797.0
994.1311309650002,235.43576542649998,235.4357654265,1229.5668963915002,798.0
994.1311309650002,235.43576542649998,235.4357654265,1229.5668963915002,799.0
994.1311309650002,235.43576542649998,235.4357654265,1229.5668963915002,800.0
994.1311309650002,235.43576542649998,235.4357654265,1229.5668963915002,801.0
994.1311309650002,235.43576542649998,235.4357654265,1229.5668963915002,802.0
994.1311309650002,235.43576542649998,235.4357654265,1229.5668963915002,803.0
994.1311309650002,235.43576542649998,235.4357654265,1229.5668963915002,804.0
994.1311309650002,235.43576542649998,235.4357654265,1229.5668963915002,805.0
994.1311309650002,234.27746542650002,234.27746542650002,1228.4085963915002,806.0
994.1311309650002,234.27746542650002,234.27746542650002,1228.4085963915002,807.0
994.1311309650002,234.27746542650002,234.27746542650002,1228.4085963915002,808.0
994.1311309650002,234.27746542650002,234.27746542650002,1228.4085963915002,809.0
994.1311309650002,233.3774654265,233.3774654265,1227.5085963915003,810.0
994.1311309650002,233.3774654265,233.3774654265,1227.5085963915003,811.0
994.1311309650002,233.3774654265,233.3774654265,1227.5085963915003,812.0
994.1311309650002,233.3774654265,233.3774654265,1227.5085963915003,813.0
994.1311309650002,233.3774654265,233.3774654265,1227.5085963915003,814.0
994.1311309650002,233.3774654265,233.3774654265,1227.5085963915003,815.0
994.1311309650002,233.3774654265,233.3774654265,1227.5085963915003,816.0
994.1311309650002,233.3774654265,233.3774654265,1227.5085963915003,817.0
994.1311309650002,233.3774654265,233.37746542649998,1227.5085963915003,818.0
994.1311309650002,233.3774654265,233.37746542649998,1227.5085963915003,819.0
994.1311309650002,233.3774654265,233.37746542649998,1227.5085963915003,820.0
994.1311309650002,233.3774654265,233.37746542649998,1227.5085963915003,821.0
994.1311309650002,232.5774654265,232.5774654265,1226.7085963915001,822.0
994.1311309650002,232.5774654265,232.5774654265,1226.7085963915001,823.0
994.1311309650002,232.5774654265,232.5774654265,1226.7085963915001,824.0
994.1311309650002,232.5774654265,232.5774654265,1226.7085963915001,825.0
994.1311309650002,232.5774654265,232.57746542649997,1226.7085963915001,826.0
994.1311309650002,232.5774654265,232.57746542649997,1226.7085963915001,827.0
994.1311309650002,232.5774654265,232.57746542649997,1226.7085963915001,828.0
988.1311309650002,238.5774654265,238.57746542649997,1226.7085963915001,829.0
988.1311309650002,238.5774654265,238.57746542649997,1226.7085963915001,830.0
988.1311309650002,238.5774654265,238.57746542649997,1226.7085963915001,831.0
988.1311309650002,238.5774654265,238.57746542649997,1226.7085963915001,832.0
988.1311309650002,238.5774654265,238.57746542649997,1226.7085963915001,833.0
988.1311309650002,238.5774654265,238.57746542650003,1226.7085963915004,834.0
988.1311309650002,238.5774654265,238.57746542650003,1226.7085963915004,835.0
988.1311309650002,238.5774654265,238.57746542650003,1226.7085963915004,836.0
988.1311309650002,238.5774654265,238.57746542650003,1226.7085963915004,837.0
988.1311309650002,238.5774654265,238.57746542649997,1226.7085963915001,838.0
988.1311309650002,238.5774654265,238.57746542649997,1226.7085963915001,839.0
988.1311309650002,238.5774654265,238.57746542649997,1226.7085963915001,840.0
988.1311309650002,238.5774654265,238.57746542649997,1226.7085963915001,841.0
988.1311309650002,238.5774654265,238.57746542649997,1226.7085963915001,842.0
988.1311309650002,238.5774654265,238.57746542649997,1226.7085963915001,843.0
982.1311309650002,244.5774654265,244.57746542649997,1226.7085963915001,844.0
982.1311309650002,244.5774654265,244.57746542649997,1226.7085963915001,845.0
982.1311309650002,243.1400654265,243.14006542649997,1225.2711963915003,846.0
972.1311309650002,253.1400654265,253.14006542649997,1225.2711963915003,847.0
972.1311309650002,253.1400654265,253.14006542649997,1225.2711963915003,848.0
972.1311309650002,253.1400654265,253.14006542649997,1225.2711963915003,849.0
972.1311309650002,252.376527242,252.37652724199998,1224.5076582070003,850.0
972.1311309650002,252.376527242,252.37652724199998,1224.5076582070003,851.0
972.1311309650002,252.376527242,252.37652724199998,1224.5076582070003,852.0
972.1311309650002,252.376527242,252.37652724199998,1224.5076582070003,853.0
972.1311309650002,252.376527242,252.37652724200004,1224.5076582070003,854.0
